scaffold	start	end	mid	sites	lnL
Chr2	52005830	52006404	52006103	50	-1824.67763
Chr2	52006430	52006779	52006628	50	-1613.01896
Chr2	52006783	52007259	52007044	50	-1394.65561
Chr2	52007267	52007730	52007521	50	-1919.17665
Chr2	52007733	52007994	52007852	50	-1430.58143
Chr2	52008008	52011439	52008645	50	-1926.74608
Chr2	52011474	52013559	52012906	50	-1665.62384
Chr2	52013566	52013857	52013702	50	-1250.34465
Chr2	52013884	52015396	52014352	50	-1311.17676
Chr2	52015954	52019501	52017741	50	-1673.93145
Chr2	52019503	52021360	52020386	50	-1210.51215
Chr2	52021427	52030991	52024218	50	-1513.35513
Chr2	52034245	52036537	52035333	50	-1105.18059
Chr2	52036562	52039322	52038009	50	-1240.05005
Chr2	52039432	52040796	52040163	50	-1306.17647
Chr2	52040803	52041776	52041337	50	-1471.09267
Chr2	52041791	52042353	52042078	50	-1160.55412
Chr2	52042355	52058040	52048874	50	-2133.88355
Chr2	52058134	52060358	52059397	50	-2193.70665
Chr2	52060374	52062500	52061390	50	-1723.45659
Chr2	52062502	52064946	52063924	50	-1693.06950
Chr2	52064952	52066269	52065682	50	-2055.12761
Chr2	52066321	52067740	52067013	50	-1291.82735
Chr2	52067768	52069094	52068517	50	-1426.86513
Chr2	52069179	52070621	52069973	50	-1858.98031
Chr2	52070707	52071927	52071240	50	-1978.92367
Chr2	52071977	52073111	52072579	50	-1256.36666
Chr2	52073150	52075374	52074192	50	-1659.16161
Chr2	52075394	52078477	52076741	50	-1567.78302
Chr2	52078485	52080675	52079602	50	-1899.31067
Chr2	52080713	52083564	52081743	50	-1484.68048
Chr2	52083897	52088407	52086550	50	-1271.65972
Chr2	52088462	52090801	52089783	50	-1727.89269
Chr2	52090878	52105021	52092552	50	-1078.28002
Chr2	52105062	52108537	52107412	50	-2020.98605
Chr2	52108553	52118069	52112999	50	-1517.70087
Chr2	52118070	52119769	52118960	50	-2231.27362
Chr2	52119823	52124302	52122397	50	-1488.25838
Chr2	52124396	52128401	52125982	50	-1301.23303
Chr2	52128432	52129631	52129204	50	-2524.36308
Chr2	52129644	52132885	52131572	50	-1921.41159
Chr2	52132887	52134702	52133804	50	-2444.52154
Chr2	52134707	52135327	52135052	50	-1666.09613
Chr2	52135328	52136481	52135919	50	-1929.58623
Chr2	52136489	52137191	52136826	50	-1976.56732
Chr2	52137199	52137713	52137441	50	-2237.75541
Chr2	52137715	52138895	52138432	50	-1570.54688
Chr2	52138901	52139706	52139314	50	-1520.94243
Chr2	52139728	52140172	52139922	50	-1837.66524
Chr2	52140186	52140987	52140461	50	-2691.97620
Chr2	52141017	52143156	52141760	50	-1745.21662
Chr2	52143168	52145727	52144216	50	-1310.33664
Chr2	52145738	52148925	52147087	50	-1116.21814
Chr2	52148938	52156129	52153849	50	-1879.32749
Chr2	52156143	52158420	52157376	50	-1777.15685
Chr2	52158421	52163536	52160380	50	-2647.58889
Chr2	52163552	52166225	52164660	50	-2387.48680
Chr2	52166258	52169757	52168127	50	-2739.76045
Chr2	52169773	52172788	52171042	50	-1940.90115
Chr2	52172807	52174943	52174037	50	-2424.52009
Chr2	52174954	52175650	52175383	50	-1300.71987
Chr2	52175653	52176423	52175990	50	-1575.88916
Chr2	52176424	52177003	52176608	50	-1266.77354
Chr2	52177038	52177999	52177585	50	-1266.52139
Chr2	52178003	52179063	52178506	50	-1930.99082
Chr2	52179073	52181048	52180238	50	-2546.18005
Chr2	52181142	52183467	52182089	50	-1901.49929
Chr2	52183542	52185315	52184688	50	-1037.16435
Chr2	52185333	52187831	52186708	50	-1127.92899
Chr2	52187839	52195908	52191152	50	-1267.94889
Chr2	52195918	52198287	52196676	50	-1618.99625
Chr2	52198379	52201835	52200510	50	-2618.23740
Chr2	52201839	52203918	52202904	50	-2659.05529
Chr2	52203919	52205677	52204660	50	-2268.89779
Chr2	52205845	52207071	52206453	50	-1060.09937
Chr2	52207086	52208990	52207777	50	-1216.31849
Chr2	52208995	52211696	52210626	50	-1386.70125
Chr2	52211699	52214053	52212869	50	-1161.52465
Chr2	52214068	52217553	52216135	50	-962.71331
Chr2	52217565	52219748	52218842	50	-1153.74417
Chr2	52219757	52221738	52220535	50	-1172.21412
Chr2	52221777	52222947	52222440	50	-719.12357
Chr2	52222953	52224321	52223605	50	-1077.46876
Chr2	52224348	52225300	52224860	50	-579.63263
Chr2	52225317	52227602	52226521	50	-1300.84030
Chr2	52227610	52230363	52229095	50	-1331.44292
Chr2	52230364	52233538	52232361	50	-1291.04623
Chr2	52233687	52234087	52233884	50	-1388.44716
Chr2	52234096	52235449	52234645	50	-1203.79586
Chr2	52235468	52237288	52236424	50	-1180.56523
Chr2	52237310	52238679	52237920	50	-1264.89586
Chr2	52238702	52241343	52240337	50	-1673.13590
Chr2	52241372	52243303	52242331	50	-1697.06614
Chr2	52243326	52245023	52244165	50	-1471.46562
Chr2	52245034	52246951	52245980	50	-1742.47651
Chr2	52247098	52248166	52247670	50	-914.81988
Chr2	52248205	52249061	52248756	50	-1246.02869
Chr2	52249068	52249755	52249451	50	-1652.80299
Chr2	52249758	52250950	52250233	50	-1539.99491
Chr2	52250983	52252177	52251623	50	-1050.47469
Chr2	52252207	52253426	52252790	50	-1202.45584
Chr2	52253434	52254474	52253942	50	-948.32369
Chr2	52254582	52255695	52255249	50	-1945.43991
Chr2	52255697	52260571	52257434	50	-1862.98004
Chr2	52260572	52265263	52263114	50	-1645.83212
Chr2	52265264	52268412	52267225	50	-1832.70947
Chr2	52268414	52269658	52269052	50	-1519.06948
Chr2	52269675	52270681	52270111	50	-1687.57877
Chr2	52270688	52271830	52271271	50	-1446.71823
Chr2	52271842	52272865	52272397	50	-1327.69459
Chr2	52272871	52273988	52273377	50	-1872.46534
Chr2	52273990	52275554	52274717	50	-1378.13320
Chr2	52275654	52276996	52276423	50	-1645.03859
Chr2	52277016	52278980	52278153	50	-1388.97766
Chr2	52278988	52280676	52279748	50	-2150.95583
Chr2	52280779	52282846	52281911	50	-1736.48301
Chr2	52282976	52284938	52284153	50	-2384.55835
Chr2	52285048	52286973	52286076	50	-1602.51955
Chr2	52286984	52289916	52288666	50	-861.97728
Chr2	52290090	52292270	52291291	50	-1128.96346
Chr2	52292273	52294417	52293251	50	-1284.84645
Chr2	52294439	52296437	52295397	50	-1278.82978
Chr2	52296438	52298554	52297524	50	-1225.88831
Chr2	52298566	52300067	52299264	50	-1409.25515
Chr2	52300068	52301561	52300906	50	-2121.01029
Chr2	52301629	52303535	52302308	50	-1692.93193
Chr2	52303537	52304637	52304189	50	-2003.69261
Chr2	52304653	52305695	52305087	50	-1676.46787
Chr2	52305700	52306891	52306348	50	-1636.74769
Chr2	52306987	52308246	52307676	50	-1308.23989
Chr2	52308257	52309056	52308574	50	-1579.67363
Chr2	52309094	52310121	52309640	50	-1563.72195
Chr2	52310125	52310829	52310462	50	-1167.48092
Chr2	52310833	52319675	52312461	50	-1817.09957
Chr2	52319684	52320487	52320164	50	-1113.96942
Chr2	52320491	52321594	52321039	50	-1380.79018
Chr2	52321614	52323086	52322365	50	-1291.70492
Chr2	52323138	52323965	52323637	50	-1357.29837
Chr2	52323969	52325254	52324656	50	-1347.13496
Chr2	52325296	52326512	52326044	50	-1110.16169
Chr2	52326563	52327847	52327220	50	-1535.48380
Chr2	52327851	52328739	52328295	50	-1263.10243
Chr2	52328747	52329474	52329207	50	-1479.97787
Chr2	52329502	52330865	52330191	50	-1493.18301
Chr2	52330867	52331730	52331367	50	-1008.62133
Chr2	52331759	52333018	52332302	50	-1522.03098
Chr2	52333023	52334193	52333435	50	-1370.98358
Chr2	52334200	52335552	52334857	50	-1634.02836
Chr2	52335571	52336413	52336077	50	-1193.12305
Chr2	52336426	52337997	52337294	50	-1458.93802
Chr2	52338016	52338893	52338325	50	-1650.32830
Chr2	52338912	52340390	52339538	50	-1451.86197
Chr2	52340399	52341747	52341096	50	-1385.37547
Chr2	52341775	52343169	52342374	50	-1298.98989
Chr2	52343186	52343974	52343535	50	-1394.50323
Chr2	52343979	52345041	52344448	50	-1270.12598
Chr2	52345080	52346762	52345779	50	-1363.06060
Chr2	52346777	52348809	52347652	50	-1710.63998
Chr2	52348810	52351028	52349927	50	-1321.19377
Chr2	52351034	52353077	52352230	50	-1528.32637
Chr2	52353097	52359445	52354768	50	-1451.85298
Chr2	52359518	52361986	52361153	50	-1351.63116
Chr2	52361999	52362402	52362231	50	-1190.99064
Chr2	52362417	52362908	52362627	50	-1608.77245
Chr2	52362914	52363658	52363127	50	-862.81021
Chr2	52363664	52365041	52364179	50	-1417.94247
Chr2	52365092	52367430	52366274	50	-1521.67013
Chr2	52367515	52369061	52368313	50	-3033.35735
Chr2	52369064	52372342	52370663	50	-2639.77904
Chr2	52372371	52374838	52373897	50	-1207.45446
Chr2	52374866	52376932	52375716	50	-1614.52517
Chr2	52377048	52378951	52378149	50	-1141.16997
Chr2	52379023	52381966	52380336	50	-1237.79753
Chr2	52381968	52384244	52382937	50	-1308.94749
Chr2	52384245	52386971	52385341	50	-841.24425
Chr2	52386994	52389938	52388364	50	-1329.34425
Chr2	52389993	52392336	52391065	50	-555.52189
Chr2	52392340	52394536	52393536	50	-915.35790
Chr2	52394609	52395880	52395188	50	-981.74677
Chr2	52395947	52402414	52399134	50	-1917.17102
Chr2	52402460	52405785	52404071	50	-1878.39904
Chr2	52405991	52409045	52407336	50	-1987.95608
Chr2	52409072	52412382	52411072	50	-1313.54807
Chr2	52412397	52417438	52414783	50	-1584.75145
Chr2	52417537	52420729	52419417	50	-1990.77724
Chr2	52420741	52428550	52423765	50	-2138.35619
Chr2	52428679	52433377	52431364	50	-1588.08356
Chr2	52433379	52437952	52435636	50	-2234.29289
Chr2	52437958	52438366	52438070	50	-781.00239
Chr2	52438500	52447079	52441460	50	-1827.55306
Chr2	52447127	52449750	52448389	50	-1488.70594
Chr2	52450052	52452832	52451496	50	-1928.95160
Chr2	52452876	52454701	52453773	50	-1981.35875
Chr2	52454738	52457909	52456198	50	-1428.09269
Chr2	52457949	52460430	52459302	50	-1584.77605
Chr2	52460431	52460803	52460636	50	-1646.81750
Chr2	52460806	52462120	52461373	50	-1629.29714
Chr2	52462135	52463059	52462572	50	-1662.11086
Chr2	52463078	52463572	52463320	50	-1154.56024
Chr2	52463630	52464510	52464071	50	-1873.89630
Chr2	52464549	52466510	52465739	50	-2378.98540
Chr2	52466536	52467793	52467078	50	-1782.91866
Chr2	52467823	52468984	52468482	50	-1299.73493
Chr2	52468992	52469987	52469474	50	-2062.78763
Chr2	52470000	52471406	52470683	50	-1509.62399
Chr2	52471417	52472530	52471908	50	-1500.50206
Chr2	52472601	52473531	52473107	50	-1699.92724
Chr2	52473536	52474691	52474060	50	-1577.31397
Chr2	52474740	52480888	52476941	50	-1410.96843
Chr2	52480954	52486471	52484940	50	-1791.54672
Chr2	52486476	52488141	52486860	50	-1134.81965
Chr2	52488221	52490858	52489457	50	-1288.05209
Chr2	52490901	52492929	52492040	50	-1253.90061
Chr2	52492949	52495264	52494047	50	-1336.71150
Chr2	52495265	52497785	52496321	50	-2375.97776
Chr2	52497832	52499049	52498580	50	-2064.16372
Chr2	52499056	52501215	52499975	50	-1953.13788
Chr2	52501223	52504284	52502694	50	-1868.79430
Chr2	52504320	52506398	52505341	50	-2205.98016
Chr2	52506399	52510015	52508360	50	-2294.17158
Chr2	52510216	52515332	52512746	50	-1985.91035
Chr2	52515562	52518683	52517232	50	-2088.45989
Chr2	52518691	52520927	52519780	50	-1726.93235
Chr2	52521285	52523579	52522510	50	-1023.62675
Chr2	52523603	52525909	52524545	50	-1001.41553
Chr2	52525922	52527282	52526747	50	-1405.93498
Chr2	52527295	52529421	52527746	50	-905.21290
Chr2	52529570	52531353	52530605	50	-1798.96029
Chr2	52531356	52532178	52531797	50	-1647.26036
Chr2	52532190	52533030	52532644	50	-1767.56662
Chr2	52533041	52534389	52533636	50	-1262.13985
Chr2	52534650	52535590	52535081	50	-1046.69908
Chr2	52535615	52536478	52536093	50	-1839.87716
Chr2	52536479	52538159	52537387	50	-2591.82570
Chr2	52538162	52539050	52538591	50	-1541.47242
Chr2	52539177	52540743	52540021	50	-1503.76208
Chr2	52540747	52542445	52541623	50	-2047.28699
Chr2	52542510	52556705	52548205	50	-2548.50360
Chr2	52556723	52559363	52558065	50	-2362.90272
Chr2	52559486	52562545	52561003	50	-2120.10475
Chr2	52562552	52564388	52563572	50	-2256.32305
Chr2	52564399	52565655	52565039	50	-2024.96457
Chr2	52565659	52567024	52566458	50	-1936.58855
Chr2	52567048	52568438	52567683	50	-3049.52625
Chr2	52568450	52569547	52569118	50	-2340.70259
Chr2	52569548	52578062	52576342	50	-2044.97175
Chr2	52578076	52578993	52578509	50	-3114.09751
Chr2	52579005	52579661	52579269	50	-2360.92841
Chr2	52579698	52585795	52582311	50	-2703.65923
Chr2	52585849	52586654	52586175	50	-1836.88783
Chr2	52586702	52588139	52587469	50	-2238.79756
Chr2	52588220	52589056	52588596	50	-2141.94630
Chr2	52589122	52590243	52589851	50	-1981.02465
Chr2	52590248	52591605	52590759	50	-1879.16892
Chr2	52591622	52593105	52592452	50	-1953.89299
Chr2	52593110	52594133	52593517	50	-2044.63862
Chr2	52594150	52596417	52595591	50	-2329.74195
Chr2	52596453	52597150	52596801	50	-1937.71364
Chr2	52597166	52598222	52597583	50	-2378.73573
Chr2	52598229	52598999	52598564	50	-1549.62164
Chr2	52599001	52600181	52599674	50	-3042.26559
Chr2	52600238	52601835	52600832	50	-2255.56507
Chr2	52601838	52603531	52602427	50	-1195.68986
Chr2	52603541	52604930	52604179	50	-1633.92462
Chr2	52604931	52605994	52605530	50	-1430.41169
Chr2	52605996	52607117	52606615	50	-2091.14560
Chr2	52607136	52607992	52607475	50	-2356.59022
Chr2	52608023	52609543	52608969	50	-1691.30598
Chr2	52609695	52611388	52610940	50	-1562.90694
Chr2	52611393	52611901	52611614	50	-1686.27012
Chr2	52611907	52613189	52612709	50	-2671.54212
Chr2	52613223	52614831	52614165	50	-2117.94345
Chr2	52614847	52615678	52615220	50	-1881.30295
Chr2	52615688	52623686	52617729	50	-2080.68071
Chr2	52623687	52626143	52624701	50	-2317.67471
Chr2	52626150	52627645	52626576	50	-1277.74414
Chr2	52627652	52631034	52628545	50	-1725.10418
Chr2	52631036	52635026	52633699	50	-1910.56129
Chr2	52635028	52635463	52635242	50	-2245.05364
Chr2	52635494	52636079	52635750	50	-2489.66191
Chr2	52636084	52636740	52636474	50	-2410.51949
Chr2	52636741	52638932	52637408	50	-2153.67952
Chr2	52638938	52639775	52639417	50	-1495.10918
Chr2	52639786	52640359	52640080	50	-1841.85723
Chr2	52640365	52642104	52641221	50	-1363.02494
Chr2	52642128	52644351	52643770	50	-1428.82664
Chr2	52644378	52649316	52647203	50	-1963.15706
Chr2	52649327	52656630	52654085	50	-1545.59810
Chr2	52656666	52662808	52660068	50	-2037.20253
Chr2	52662809	52664236	52663076	50	-1978.52412
Chr2	52664329	52666305	52665763	50	-1558.73864
Chr2	52666315	52667115	52666822	50	-2724.63106
Chr2	52667118	52667588	52667350	50	-2140.23736
Chr2	52667589	52667908	52667760	50	-2024.01588
Chr2	52667922	52668371	52668055	50	-2124.66465
Chr2	52668372	52669159	52668861	50	-2096.97327
Chr2	52669167	52670238	52669729	50	-1358.24168
Chr2	52670247	52673430	52671249	50	-1916.69925
Chr2	52673634	52684186	52678255	50	-2578.61938
Chr2	52684362	52690221	52687930	50	-2453.11234
Chr2	52690267	52691913	52691238	50	-1239.77771
Chr2	52691986	52693740	52692789	50	-1766.42027
Chr2	52693782	52695315	52694426	50	-1438.13252
Chr2	52695338	52696779	52696167	50	-1512.46122
Chr2	52696863	52699398	52697953	50	-1395.63377
Chr2	52699509	52700912	52700348	50	-2140.81496
Chr2	52700947	52701798	52701494	50	-2359.28119
Chr2	52701914	52704890	52703380	50	-1432.30629
Chr2	52704898	52707576	52706483	50	-1935.12379
Chr2	52707614	52708907	52708272	50	-1142.61881
Chr2	52708950	52710320	52709721	50	-1242.19157
Chr2	52710374	52711957	52711107	50	-1278.75743
Chr2	52711962	52713834	52713134	50	-1116.49342
Chr2	52713864	52715452	52714628	50	-1207.37270
Chr2	52715504	52716839	52716142	50	-1271.59916
Chr2	52716861	52717972	52717312	50	-1071.14638
Chr2	52717975	52719620	52718791	50	-1316.16131
Chr2	52719633	52720506	52720042	50	-1169.59948
Chr2	52720520	52721171	52720874	50	-1350.66129
Chr2	52721178	52722169	52721646	50	-1271.44320
Chr2	52722176	52723328	52722730	50	-1283.31046
Chr2	52723438	52724349	52723887	50	-1157.44899
Chr2	52724373	52725776	52725194	50	-1378.07424
Chr2	52725792	52734425	52731984	50	-1839.70264
Chr2	52734438	52739030	52736721	50	-2018.49084
Chr2	52739211	52740458	52740106	50	-1476.06080
Chr2	52740467	52741928	52741121	50	-1826.82998
Chr2	52741939	52756641	52744157	50	-2135.05879
Chr2	52756701	52759269	52758148	50	-2084.52841
Chr2	52759274	52760718	52760069	50	-1703.64500
Chr2	52760735	52762843	52761732	50	-1618.04520
Chr2	52762853	52765486	52764242	50	-1899.46983
Chr2	52765488	52767040	52766245	50	-1779.83827
Chr2	52767150	52768711	52767886	50	-1580.60223
Chr2	52768747	52769783	52769260	50	-1216.37509
Chr2	52769785	52771206	52770323	50	-1099.35091
Chr2	52771227	52773836	52772452	50	-1859.03571
Chr2	52773913	52775664	52774721	50	-1457.29357
Chr2	52775705	52778301	52777009	50	-1428.72740
Chr2	52778409	52780542	52779338	50	-1803.10384
Chr2	52780554	52781102	52780875	50	-1713.43738
Chr2	52781105	52782535	52781770	50	-1538.39534
Chr2	52782551	52784151	52783109	50	-1728.53726
Chr2	52784199	52787950	52786280	50	-2060.38473
Chr2	52787958	52792606	52789773	50	-2046.48528
Chr2	52792630	52798179	52795971	50	-2205.56057
Chr2	52798180	52801800	52799770	50	-1846.17020
Chr2	52801814	52808645	52805933	50	-2068.61708
Chr2	52808711	52810653	52809859	50	-1988.67266
Chr2	52810670	52812383	52811460	50	-2035.18523
Chr2	52812384	52817479	52813619	50	-1889.72086
Chr2	52817480	52819378	52818407	50	-2201.92080
Chr2	52819404	52821906	52820607	50	-2199.69661
Chr2	52821969	52822873	52822409	50	-1678.95151
Chr2	52822912	52825198	52824000	50	-1900.10143
Chr2	52825208	52826120	52825661	50	-1570.67616
Chr2	52826123	52828291	52827213	50	-1459.95042
Chr2	52828318	52830681	52829119	50	-1927.95552
Chr2	52830686	52834175	52832139	50	-1822.93509
Chr2	52834207	52841791	52841069	50	-2197.82666
Chr2	52841892	52845589	52843994	50	-2448.10892
Chr2	52845601	52847039	52846419	50	-2279.68393
Chr2	52847048	52847997	52847535	50	-1957.66423
Chr2	52848019	52849289	52848387	50	-2549.98799
Chr2	52849435	52850272	52849921	50	-2421.55668
Chr2	52850313	52851268	52850929	50	-1856.12885
Chr2	52851286	52851836	52851571	50	-2202.25256
Chr2	52851846	52852811	52852315	50	-2459.49928
Chr2	52852813	52854267	52853409	50	-2267.69815
Chr2	52854276	52855476	52855042	50	-2012.78116
Chr2	52855511	52857484	52856662	50	-2354.52350
Chr2	52857487	52858033	52857805	50	-2412.42810
Chr2	52858035	52858708	52858350	50	-2614.33718
Chr2	52858814	52860145	52859523	50	-1868.55684
Chr2	52860189	52861059	52860651	50	-2055.77792
Chr2	52861070	52861907	52861429	50	-1945.72234
Chr2	52861914	52863837	52862755	50	-2138.84055
Chr2	52863883	52865615	52864604	50	-2077.39288
Chr2	52865630	52867226	52866637	50	-2537.83424
Chr2	52867233	52870941	52869274	50	-2295.42733
Chr2	52870955	52872352	52871672	50	-2484.44038
Chr2	52872370	52877052	52875191	50	-2419.82972
Chr2	52877058	52878541	52877752	50	-2005.04088
Chr2	52878575	52879745	52879239	50	-2075.02862
Chr2	52879914	52881219	52880579	50	-2877.86097
Chr2	52881221	52882696	52881918	50	-1923.68359
Chr2	52882701	52884369	52883552	50	-2033.27810
Chr2	52884404	52886964	52886054	50	-2652.96874
Chr2	52887216	52892390	52889443	50	-2144.08333
Chr2	52892471	52900589	52897021	50	-2168.71110
Chr2	52900597	52902192	52901562	50	-1651.37307
Chr2	52902198	52903113	52902671	50	-1427.82922
Chr2	52903118	52904163	52903654	50	-1466.91682
Chr2	52904169	52905176	52904674	50	-1387.90359
Chr2	52905181	52906692	52905929	50	-1734.09926
Chr2	52906728	52908094	52907436	50	-1627.04779
Chr2	52908099	52916278	52911758	50	-2154.34156
Chr2	52916311	52917347	52916859	50	-1317.51211
Chr2	52917350	52918818	52918117	50	-1558.35081
Chr2	52918899	52921078	52920051	50	-1565.88566
Chr2	52921141	52922487	52921820	50	-1218.38488
Chr2	52922509	52925008	52923519	50	-1654.74061
Chr2	52925056	52928986	52926858	50	-1537.69020
Chr2	52928987	52932168	52930619	50	-1322.96286
Chr2	52932182	52936513	52934324	50	-2070.69858
Chr2	52936526	52938735	52937818	50	-1791.59849
Chr2	52938742	52940257	52939424	50	-1472.75849
Chr2	52940269	52941740	52940845	50	-1596.75455
Chr2	52941931	52943835	52942662	50	-1395.65637
Chr2	52943886	52946287	52945136	50	-1531.01695
Chr2	52946699	52948234	52947417	50	-1952.16432
Chr2	52948241	52950251	52949198	50	-1595.76633
Chr2	52950407	52952959	52951712	50	-1204.39302
Chr2	52952994	52954713	52953938	50	-1306.46735
Chr2	52954740	52955754	52955286	50	-1682.41694
Chr2	52955801	52956537	52956144	50	-1764.34170
Chr2	52956545	52958351	52957392	50	-1872.46130
Chr2	52958401	52961130	52959570	50	-1277.99506
Chr2	52961133	52961866	52961512	50	-1489.31725
Chr2	52961910	52963226	52962761	50	-1957.04223
Chr2	52963229	52963896	52963562	50	-2321.78598
Chr2	52963898	52965155	52964464	50	-1389.73614
Chr2	52965180	52968417	52966893	50	-2384.58529
Chr2	52968623	52971504	52969747	50	-2094.33685
Chr2	52971552	52974498	52972831	50	-1983.19744
Chr2	52974518	52976182	52975135	50	-1570.45283
Chr2	52976186	52979453	52977989	50	-1674.59830
Chr2	52979549	52981593	52980517	50	-1404.05499
Chr2	52981604	52984118	52982401	50	-1419.77214
Chr2	52984261	52987046	52986098	50	-1498.96733
Chr2	52987060	52988521	52987866	50	-1637.27188
Chr2	52988537	52989278	52988892	50	-2015.58835
Chr2	52989398	52993993	52990871	50	-1773.34447
Chr2	52994107	52996148	52995364	50	-2055.80722
Chr2	52996158	52998356	52997315	50	-1804.68357
Chr2	52998413	53000582	52999593	50	-2149.11739
Chr2	53000596	53002886	53001747	50	-1581.51894
Chr2	53002887	53005190	53004022	50	-1491.69085
Chr2	53005194	53011664	53009992	50	-1453.23290
Chr2	53011682	53018494	53015527	50	-1065.86366
Chr2	53018516	53020545	53019677	50	-1384.97843
Chr2	53020618	53022347	53021324	50	-1613.41732
Chr2	53022377	53026860	53025065	50	-1807.14623
Chr2	53026887	53030244	53028454	50	-1691.39053
Chr2	53030362	53031918	53031179	50	-1618.24451
Chr2	53031923	53035952	53033654	50	-2187.89356
Chr2	53035966	53038590	53037344	50	-1989.88833
Chr2	53038833	53041384	53040409	50	-1699.83180
Chr2	53041440	53044029	53042534	50	-1656.04039
Chr2	53044111	53047236	53046027	50	-1832.17209
Chr2	53047258	53049173	53048234	50	-1421.70419
Chr2	53049189	53051666	53050458	50	-1988.56140
Chr2	53051674	53053981	53052800	50	-1772.23111
Chr2	53054014	53055800	53055030	50	-2304.84888
Chr2	53055835	53057903	53057073	50	-1651.88305
Chr2	53057948	53058946	53058600	50	-1229.41307
Chr2	53058950	53060439	53059418	50	-1539.93965
Chr2	53060494	53063072	53062060	50	-1812.78475
Chr2	53063090	53066785	53065130	50	-1290.99006
Chr2	53066829	53067785	53067379	50	-1413.17061
Chr2	53067788	53070003	53068527	50	-2253.75409
Chr2	53070025	53071965	53070944	50	-1882.26230
Chr2	53071991	53079893	53077053	50	-2017.39153
Chr2	53079936	53080647	53080303	50	-2077.50439
Chr2	53080661	53082314	53081692	50	-2279.84493
Chr2	53082318	53083248	53082744	50	-1987.63113
Chr2	53083256	53087302	53084646	50	-2047.31080
Chr2	53087305	53088262	53087722	50	-2037.19414
Chr2	53088264	53091355	53090120	50	-1380.95544
Chr2	53091362	53091758	53091583	50	-1943.73634
Chr2	53091763	53092091	53091904	50	-2047.30754
Chr2	53092095	53092640	53092332	50	-1932.06273
Chr2	53092643	53093033	53092876	50	-2408.22645
Chr2	53093041	53093365	53093183	50	-2003.58517
Chr2	53093371	53093903	53093642	50	-2224.74436
Chr2	53093920	53095515	53094597	50	-2411.24175
Chr2	53095526	53096998	53096237	50	-1909.11721
Chr2	53097016	53097673	53097330	50	-1935.99834
Chr2	53097691	53098681	53098246	50	-2031.63180
Chr2	53098692	53101223	53100475	50	-2489.61527
Chr2	53101226	53103190	53101882	50	-3066.63771
Chr2	53103211	53105288	53104418	50	-2065.46245
Chr2	53105363	53127124	53114471	50	-1962.38893
Chr2	53127126	53128452	53127758	50	-2345.97502
Chr2	53128551	53129592	53129033	50	-1744.32265
Chr2	53129596	53130976	53130314	50	-1744.22547
Chr2	53130984	53132683	53131803	50	-2067.03584
Chr2	53132685	53134836	53133742	50	-1657.98495
Chr2	53134889	53138369	53136497	50	-2165.61046
Chr2	53138385	53140169	53139254	50	-1875.38202
Chr2	53140239	53141967	53141126	50	-2124.30618
Chr2	53141972	53144259	53143288	50	-1883.77454
Chr2	53144286	53147662	53145703	50	-2193.55133
Chr2	53147707	53149859	53148912	50	-1633.29807
Chr2	53149966	53151928	53151136	50	-2377.27194
Chr2	53151940	53152500	53152184	50	-2039.35923
Chr2	53152507	53154361	53153352	50	-1649.66470
Chr2	53154391	53159134	53156707	50	-1510.14320
Chr2	53159154	53160826	53159812	50	-1787.95410
Chr2	53160828	53162055	53161646	50	-1357.78954
Chr2	53162059	53162550	53162323	50	-1541.80517
Chr2	53162559	53163464	53162912	50	-1505.94154
Chr2	53163575	53165028	53164340	50	-1448.14593
Chr2	53165041	53165833	53165402	50	-1879.01809
Chr2	53165878	53167041	53166406	50	-1321.72321
Chr2	53167044	53167585	53167340	50	-1549.53622
Chr2	53167600	53168595	53168044	50	-1285.97773
Chr2	53168606	53170154	53169312	50	-1910.82155
Chr2	53170159	53173434	53171372	50	-2201.61865
Chr2	53173436	53175907	53174472	50	-1888.86374
Chr2	53176163	53179455	53177445	50	-2051.67688
Chr2	53179467	53181885	53180883	50	-2349.22341
Chr2	53181932	53183077	53182399	50	-2233.53644
Chr2	53183079	53183553	53183384	50	-1890.96479
Chr2	53183554	53184732	53184262	50	-1779.01767
Chr2	53184734	53185903	53185261	50	-2009.00017
Chr2	53185944	53187474	53186805	50	-1465.23882
Chr2	53187488	53190362	53188823	50	-1904.65809
Chr2	53190390	53195573	53191953	50	-2273.07176
Chr2	53196011	53197166	53196782	50	-1428.90544
Chr2	53197168	53198025	53197574	50	-1465.77949
Chr2	53198027	53198609	53198306	50	-1352.78647
Chr2	53198616	53199798	53199078	50	-1663.66730
Chr2	53199817	53200575	53200196	50	-1482.69034
Chr2	53200600	53201460	53200970	50	-1561.79660
Chr2	53201472	53202711	53201948	50	-1671.09342
Chr2	53202713	53204632	53203648	50	-1685.46203
Chr2	53204709	53207755	53206044	50	-2172.10454
Chr2	53207761	53209641	53208919	50	-2087.90438
Chr2	53209647	53212368	53211235	50	-1431.92133
Chr2	53212371	53216998	53214719	50	-1717.41596
Chr2	53217013	53219843	53218577	50	-1863.16792
Chr2	53219851	53225834	53221347	50	-1203.93525
Chr2	53225902	53230430	53228555	50	-2118.24663
Chr2	53230431	53236955	53233288	50	-1406.82112
Chr2	53237435	53240072	53238410	50	-1285.28326
Chr2	53240125	53244185	53242250	50	-1552.28539
Chr2	53244894	53247733	53246925	50	-981.68588
